".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","time"
"rescor__t8pj3598__t8pl31",0.259767504311645,-0.163814160742829,0.580240996563593,0.95,"median","qi","8pj3598","pj","8pl31","pl","pj-pl","inter","pr",3,2010
"rescor__t8pj3598__t8pl32",-0.150839244195618,-0.512447272764443,0.247740899495408,0.95,"median","qi","8pj3598","pj","8pl32","pl","pj-pl","inter","pr",3,2010
"rescor__t8pj3598__t8pl3604",-0.0215031211322484,-0.409237034018509,0.371499318791284,0.95,"median","qi","8pj3598","pj","8pl3604","pl","pj-pl","inter","pr",3,2010
"rescor__t8pl31__t8pl32",0.39804427016526,-0.0206856989814017,0.707887269160056,0.95,"median","qi","8pl31","pl","8pl32","pl","pl-pl","intra","pr",3,2010
"rescor__t8pl31__t8pl3604",0.293459221519537,-0.115574380710712,0.626165982058286,0.95,"median","qi","8pl31","pl","8pl3604","pl","pl-pl","intra","pr",3,2010
"rescor__t8pl32__t8pl3604",0.179472019560855,-0.255624021925353,0.555443828171633,0.95,"median","qi","8pl32","pl","8pl3604","pl","pl-pl","intra","pr",3,2010
"rescor__t8ac33__t8ac34",0.156830011012385,-0.288114671213098,0.522760761647298,0.95,"median","qi","8ac33","ac","8ac34","ac","ac-ac","intra","sl",1,1910
"rescor__t8ac33__t8pj31",-0.0248291513092243,-0.431362851200348,0.384035132912271,0.95,"median","qi","8ac33","ac","8pj31","pj","ac-pj","inter","sl",1,1910
"rescor__t8ac33__t8pj32",0.276847112082089,-0.156290359150344,0.618231231775849,0.95,"median","qi","8ac33","ac","8pj32","pj","ac-pj","inter","sl",1,1910
"rescor__t8ac33__t8pj3598",0.479203666589286,0.0783311591378303,0.738855663847575,0.95,"median","qi","8ac33","ac","8pj3598","pj","ac-pj","inter","sl",1,1910
"rescor__t8ac33__t8pl31",-0.100550600366549,-0.499921020792402,0.308064757815916,0.95,"median","qi","8ac33","ac","8pl31","pl","ac-pl","inter","sl",1,1910
"rescor__t8ac33__t8pl32",-0.0512102418796872,-0.449200406345474,0.366572406341971,0.95,"median","qi","8ac33","ac","8pl32","pl","ac-pl","inter","sl",1,1910
"rescor__t8ac33__t8pl3604",0.202648284715382,-0.212042679745251,0.559621657046515,0.95,"median","qi","8ac33","ac","8pl3604","pl","ac-pl","inter","sl",1,1910
"rescor__t8ac34__t8pj31",-0.0277543252322404,-0.447232295576235,0.38152685093238,0.95,"median","qi","8ac34","ac","8pj31","pj","ac-pj","inter","sl",1,1910
"rescor__t8ac34__t8pj32",-0.0297358158047079,-0.427875443397092,0.373990474346199,0.95,"median","qi","8ac34","ac","8pj32","pj","ac-pj","inter","sl",1,1910
"rescor__t8ac34__t8pj3598",0.298736096751508,-0.118208872839774,0.622696292106812,0.95,"median","qi","8ac34","ac","8pj3598","pj","ac-pj","inter","sl",1,1910
"rescor__t8ac34__t8pl31",0.0694278820293261,-0.333362851736184,0.458508132995975,0.95,"median","qi","8ac34","ac","8pl31","pl","ac-pl","inter","sl",1,1910
"rescor__t8ac34__t8pl32",-0.0273378627791284,-0.434628404261644,0.37603903725772,0.95,"median","qi","8ac34","ac","8pl32","pl","ac-pl","inter","sl",1,1910
"rescor__t8ac34__t8pl3604",0.349273728668417,-0.0809542149170823,0.669790264386372,0.95,"median","qi","8ac34","ac","8pl3604","pl","ac-pl","inter","sl",1,1910
"rescor__t8pj31__t8pj32",-0.0845728211997332,-0.466192222037399,0.319518597762299,0.95,"median","qi","8pj31","pj","8pj32","pj","pj-pj","intra","sl",1,1910
"rescor__t8pj31__t8pj3598",-0.254932037879802,-0.60844682067614,0.173734135005007,0.95,"median","qi","8pj31","pj","8pj3598","pj","pj-pj","intra","sl",1,1910
"rescor__t8pj31__t8pl31",0.0548351289021273,-0.357656840639245,0.450665151388604,0.95,"median","qi","8pj31","pj","8pl31","pl","pj-pl","inter","sl",1,1910
"rescor__t8pj31__t8pl32",-0.105642068547975,-0.49087971691784,0.316340042324365,0.95,"median","qi","8pj31","pj","8pl32","pl","pj-pl","inter","sl",1,1910
"rescor__t8pj31__t8pl3604",0.281016701106293,-0.156063836500726,0.628619602049762,0.95,"median","qi","8pj31","pj","8pl3604","pl","pj-pl","inter","sl",1,1910
"rescor__t8pj32__t8pj3598",0.491606328756573,0.0694219073970181,0.770475739734443,0.95,"median","qi","8pj32","pj","8pj3598","pj","pj-pj","intra","sl",1,1910
"rescor__t8pj32__t8pl31",0.312553803767829,-0.132609907966916,0.635053504094204,0.95,"median","qi","8pj32","pj","8pl31","pl","pj-pl","inter","sl",1,1910
"rescor__t8pj32__t8pl32",-0.179666958004496,-0.543071579807504,0.224158224771533,0.95,"median","qi","8pj32","pj","8pl32","pl","pj-pl","inter","sl",1,1910
"rescor__t8pj32__t8pl3604",-0.124326262759262,-0.495626939668255,0.287134368963217,0.95,"median","qi","8pj32","pj","8pl3604","pl","pj-pl","inter","sl",1,1910
"rescor__t8pj3598__t8pl31",0.259767504311645,-0.163814160742829,0.580240996563593,0.95,"median","qi","8pj3598","pj","8pl31","pl","pj-pl","inter","sl",1,1910
"rescor__t8pj3598__t8pl32",-0.150839244195618,-0.512447272764443,0.247740899495408,0.95,"median","qi","8pj3598","pj","8pl32","pl","pj-pl","inter","sl",1,1910
"rescor__t8pj3598__t8pl3604",-0.0215031211322484,-0.409237034018509,0.371499318791284,0.95,"median","qi","8pj3598","pj","8pl3604","pl","pj-pl","inter","sl",1,1910
"rescor__t8pl31__t8pl32",0.39804427016526,-0.0206856989814017,0.707887269160056,0.95,"median","qi","8pl31","pl","8pl32","pl","pl-pl","intra","sl",1,1910
"rescor__t8pl31__t8pl3604",0.293459221519537,-0.115574380710712,0.626165982058286,0.95,"median","qi","8pl31","pl","8pl3604","pl","pl-pl","intra","sl",1,1910
"rescor__t8pl32__t8pl3604",0.179472019560855,-0.255624021925353,0.555443828171633,0.95,"median","qi","8pl32","pl","8pl3604","pl","pl-pl","intra","sl",1,1910
"rescor__t8ac33__t8ac34",0.156830011012385,-0.288114671213098,0.522760761647298,0.95,"median","qi","8ac33","ac","8ac34","ac","ac-ac","intra","sl",1,1920
"rescor__t8ac33__t8pj31",-0.0248291513092243,-0.431362851200348,0.384035132912271,0.95,"median","qi","8ac33","ac","8pj31","pj","ac-pj","inter","sl",1,1920
"rescor__t8ac33__t8pj32",0.276847112082089,-0.156290359150344,0.618231231775849,0.95,"median","qi","8ac33","ac","8pj32","pj","ac-pj","inter","sl",1,1920
"rescor__t8ac33__t8pj3598",0.479203666589286,0.0783311591378303,0.738855663847575,0.95,"median","qi","8ac33","ac","8pj3598","pj","ac-pj","inter","sl",1,1920
"rescor__t8ac33__t8pl31",-0.100550600366549,-0.499921020792402,0.308064757815916,0.95,"median","qi","8ac33","ac","8pl31","pl","ac-pl","inter","sl",1,1920
"rescor__t8ac33__t8pl32",-0.0512102418796872,-0.449200406345474,0.366572406341971,0.95,"median","qi","8ac33","ac","8pl32","pl","ac-pl","inter","sl",1,1920
"rescor__t8ac33__t8pl3604",0.202648284715382,-0.212042679745251,0.559621657046515,0.95,"median","qi","8ac33","ac","8pl3604","pl","ac-pl","inter","sl",1,1920
"rescor__t8ac34__t8pj31",-0.0277543252322404,-0.447232295576235,0.38152685093238,0.95,"median","qi","8ac34","ac","8pj31","pj","ac-pj","inter","sl",1,1920
"rescor__t8ac34__t8pj32",-0.0297358158047079,-0.427875443397092,0.373990474346199,0.95,"median","qi","8ac34","ac","8pj32","pj","ac-pj","inter","sl",1,1920
"rescor__t8ac34__t8pj3598",0.298736096751508,-0.118208872839774,0.622696292106812,0.95,"median","qi","8ac34","ac","8pj3598","pj","ac-pj","inter","sl",1,1920
"rescor__t8ac34__t8pl31",0.0694278820293261,-0.333362851736184,0.458508132995975,0.95,"median","qi","8ac34","ac","8pl31","pl","ac-pl","inter","sl",1,1920
"rescor__t8ac34__t8pl32",-0.0273378627791284,-0.434628404261644,0.37603903725772,0.95,"median","qi","8ac34","ac","8pl32","pl","ac-pl","inter","sl",1,1920
"rescor__t8ac34__t8pl3604",0.349273728668417,-0.0809542149170823,0.669790264386372,0.95,"median","qi","8ac34","ac","8pl3604","pl","ac-pl","inter","sl",1,1920
"rescor__t8pj31__t8pj32",-0.0845728211997332,-0.466192222037399,0.319518597762299,0.95,"median","qi","8pj31","pj","8pj32","pj","pj-pj","intra","sl",1,1920
"rescor__t8pj31__t8pj3598",-0.254932037879802,-0.60844682067614,0.173734135005007,0.95,"median","qi","8pj31","pj","8pj3598","pj","pj-pj","intra","sl",1,1920
"rescor__t8pj31__t8pl31",0.0548351289021273,-0.357656840639245,0.450665151388604,0.95,"median","qi","8pj31","pj","8pl31","pl","pj-pl","inter","sl",1,1920
"rescor__t8pj31__t8pl32",-0.105642068547975,-0.49087971691784,0.316340042324365,0.95,"median","qi","8pj31","pj","8pl32","pl","pj-pl","inter","sl",1,1920
"rescor__t8pj31__t8pl3604",0.281016701106293,-0.156063836500726,0.628619602049762,0.95,"median","qi","8pj31","pj","8pl3604","pl","pj-pl","inter","sl",1,1920
"rescor__t8pj32__t8pj3598",0.491606328756573,0.0694219073970181,0.770475739734443,0.95,"median","qi","8pj32","pj","8pj3598","pj","pj-pj","intra","sl",1,1920
"rescor__t8pj32__t8pl31",0.312553803767829,-0.132609907966916,0.635053504094204,0.95,"median","qi","8pj32","pj","8pl31","pl","pj-pl","inter","sl",1,1920
"rescor__t8pj32__t8pl32",-0.179666958004496,-0.543071579807504,0.224158224771533,0.95,"median","qi","8pj32","pj","8pl32","pl","pj-pl","inter","sl",1,1920
"rescor__t8pj32__t8pl3604",-0.124326262759262,-0.495626939668255,0.287134368963217,0.95,"median","qi","8pj32","pj","8pl3604","pl","pj-pl","inter","sl",1,1920
"rescor__t8pj3598__t8pl31",0.259767504311645,-0.163814160742829,0.580240996563593,0.95,"median","qi","8pj3598","pj","8pl31","pl","pj-pl","inter","sl",1,1920
"rescor__t8pj3598__t8pl32",-0.150839244195618,-0.512447272764443,0.247740899495408,0.95,"median","qi","8pj3598","pj","8pl32","pl","pj-pl","inter","sl",1,1920
"rescor__t8pj3598__t8pl3604",-0.0215031211322484,-0.409237034018509,0.371499318791284,0.95,"median","qi","8pj3598","pj","8pl3604","pl","pj-pl","inter","sl",1,1920
"rescor__t8pl31__t8pl32",0.39804427016526,-0.0206856989814017,0.707887269160056,0.95,"median","qi","8pl31","pl","8pl32","pl","pl-pl","intra","sl",1,1920
"rescor__t8pl31__t8pl3604",0.293459221519537,-0.115574380710712,0.626165982058286,0.95,"median","qi","8pl31","pl","8pl3604","pl","pl-pl","intra","sl",1,1920
"rescor__t8pl32__t8pl3604",0.179472019560855,-0.255624021925353,0.555443828171633,0.95,"median","qi","8pl32","pl","8pl3604","pl","pl-pl","intra","sl",1,1920
"rescor__t8ac33__t8ac34",0.156830011012385,-0.288114671213098,0.522760761647298,0.95,"median","qi","8ac33","ac","8ac34","ac","ac-ac","intra","sl",1,1930
"rescor__t8ac33__t8pj31",-0.0248291513092243,-0.431362851200348,0.384035132912271,0.95,"median","qi","8ac33","ac","8pj31","pj","ac-pj","inter","sl",1,1930
"rescor__t8ac33__t8pj32",0.276847112082089,-0.156290359150344,0.618231231775849,0.95,"median","qi","8ac33","ac","8pj32","pj","ac-pj","inter","sl",1,1930
"rescor__t8ac33__t8pj3598",0.479203666589286,0.0783311591378303,0.738855663847575,0.95,"median","qi","8ac33","ac","8pj3598","pj","ac-pj","inter","sl",1,1930
"rescor__t8ac33__t8pl31",-0.100550600366549,-0.499921020792402,0.308064757815916,0.95,"median","qi","8ac33","ac","8pl31","pl","ac-pl","inter","sl",1,1930
"rescor__t8ac33__t8pl32",-0.0512102418796872,-0.449200406345474,0.366572406341971,0.95,"median","qi","8ac33","ac","8pl32","pl","ac-pl","inter","sl",1,1930
"rescor__t8ac33__t8pl3604",0.202648284715382,-0.212042679745251,0.559621657046515,0.95,"median","qi","8ac33","ac","8pl3604","pl","ac-pl","inter","sl",1,1930
"rescor__t8ac34__t8pj31",-0.0277543252322404,-0.447232295576235,0.38152685093238,0.95,"median","qi","8ac34","ac","8pj31","pj","ac-pj","inter","sl",1,1930
"rescor__t8ac34__t8pj32",-0.0297358158047079,-0.427875443397092,0.373990474346199,0.95,"median","qi","8ac34","ac","8pj32","pj","ac-pj","inter","sl",1,1930
"rescor__t8ac34__t8pj3598",0.298736096751508,-0.118208872839774,0.622696292106812,0.95,"median","qi","8ac34","ac","8pj3598","pj","ac-pj","inter","sl",1,1930
"rescor__t8ac34__t8pl31",0.0694278820293261,-0.333362851736184,0.458508132995975,0.95,"median","qi","8ac34","ac","8pl31","pl","ac-pl","inter","sl",1,1930
"rescor__t8ac34__t8pl32",-0.0273378627791284,-0.434628404261644,0.37603903725772,0.95,"median","qi","8ac34","ac","8pl32","pl","ac-pl","inter","sl",1,1930
"rescor__t8ac34__t8pl3604",0.349273728668417,-0.0809542149170823,0.669790264386372,0.95,"median","qi","8ac34","ac","8pl3604","pl","ac-pl","inter","sl",1,1930
"rescor__t8pj31__t8pj32",-0.0845728211997332,-0.466192222037399,0.319518597762299,0.95,"median","qi","8pj31","pj","8pj32","pj","pj-pj","intra","sl",1,1930
"rescor__t8pj31__t8pj3598",-0.254932037879802,-0.60844682067614,0.173734135005007,0.95,"median","qi","8pj31","pj","8pj3598","pj","pj-pj","intra","sl",1,1930
"rescor__t8pj31__t8pl31",0.0548351289021273,-0.357656840639245,0.450665151388604,0.95,"median","qi","8pj31","pj","8pl31","pl","pj-pl","inter","sl",1,1930
"rescor__t8pj31__t8pl32",-0.105642068547975,-0.49087971691784,0.316340042324365,0.95,"median","qi","8pj31","pj","8pl32","pl","pj-pl","inter","sl",1,1930
"rescor__t8pj31__t8pl3604",0.281016701106293,-0.156063836500726,0.628619602049762,0.95,"median","qi","8pj31","pj","8pl3604","pl","pj-pl","inter","sl",1,1930
"rescor__t8pj32__t8pj3598",0.491606328756573,0.0694219073970181,0.770475739734443,0.95,"median","qi","8pj32","pj","8pj3598","pj","pj-pj","intra","sl",1,1930
"rescor__t8pj32__t8pl31",0.312553803767829,-0.132609907966916,0.635053504094204,0.95,"median","qi","8pj32","pj","8pl31","pl","pj-pl","inter","sl",1,1930
"rescor__t8pj32__t8pl32",-0.179666958004496,-0.543071579807504,0.224158224771533,0.95,"median","qi","8pj32","pj","8pl32","pl","pj-pl","inter","sl",1,1930
"rescor__t8pj32__t8pl3604",-0.124326262759262,-0.495626939668255,0.287134368963217,0.95,"median","qi","8pj32","pj","8pl3604","pl","pj-pl","inter","sl",1,1930
"rescor__t8pj3598__t8pl31",0.259767504311645,-0.163814160742829,0.580240996563593,0.95,"median","qi","8pj3598","pj","8pl31","pl","pj-pl","inter","sl",1,1930
"rescor__t8pj3598__t8pl32",-0.150839244195618,-0.512447272764443,0.247740899495408,0.95,"median","qi","8pj3598","pj","8pl32","pl","pj-pl","inter","sl",1,1930
"rescor__t8pj3598__t8pl3604",-0.0215031211322484,-0.409237034018509,0.371499318791284,0.95,"median","qi","8pj3598","pj","8pl3604","pl","pj-pl","inter","sl",1,1930
"rescor__t8pl31__t8pl32",0.39804427016526,-0.0206856989814017,0.707887269160056,0.95,"median","qi","8pl31","pl","8pl32","pl","pl-pl","intra","sl",1,1930
"rescor__t8pl31__t8pl3604",0.293459221519537,-0.115574380710712,0.626165982058286,0.95,"median","qi","8pl31","pl","8pl3604","pl","pl-pl","intra","sl",1,1930
"rescor__t8pl32__t8pl3604",0.179472019560855,-0.255624021925353,0.555443828171633,0.95,"median","qi","8pl32","pl","8pl3604","pl","pl-pl","intra","sl",1,1930
"rescor__t10ac12__t10ac14",0.767293335935466,0.510375229598826,0.900566106888665,0.95,"median","qi","10ac12","ac","10ac14","ac","ac-ac","intra","sl",1,1940
"rescor__t10ac12__t10pj11",-0.0594969682350504,-0.433637192431207,0.314039301825528,0.95,"median","qi","10ac12","ac","10pj11","pj","ac-pj","inter","sl",1,1940
"rescor__t10ac12__t10pj12",0.79305005489614,0.542350408331966,0.909295482446564,0.95,"median","qi","10ac12","ac","10pj12","pj","ac-pj","inter","sl",1,1940
"rescor__t10ac12__t10pj13",0.219352946400227,-0.167447922403255,0.550445737603795,0.95,"median","qi","10ac12","ac","10pj13","pj","ac-pj","inter","sl",1,1940
"rescor__t10ac14__t10pj11",-0.00351539736959218,-0.371053540129667,0.365333083723886,0.95,"median","qi","10ac14","ac","10pj11","pj","ac-pj","inter","sl",1,1940
"rescor__t10ac14__t10pj12",0.68504859021929,0.36697784811751,0.855643262694061,0.95,"median","qi","10ac14","ac","10pj12","pj","ac-pj","inter","sl",1,1940
"rescor__t10ac14__t10pj13",0.0917286352134416,-0.297431456755743,0.446562353275335,0.95,"median","qi","10ac14","ac","10pj13","pj","ac-pj","inter","sl",1,1940
"rescor__t10pj11__t10pj12",0.0262375469305372,-0.368100374234527,0.392148724353512,0.95,"median","qi","10pj11","pj","10pj12","pj","pj-pj","intra","sl",1,1940
"rescor__t10pj11__t10pj13",0.502127685678168,0.100825271457131,0.774396611253591,0.95,"median","qi","10pj11","pj","10pj13","pj","pj-pj","intra","sl",1,1940
"rescor__t10pj12__t10pj13",0.225405476934683,-0.171434770700105,0.563209780114018,0.95,"median","qi","10pj12","pj","10pj13","pj","pj-pj","intra","sl",1,1940
"rescor__t10ac11__t10ac12",0.0791849834172468,-0.333992453772779,0.445147702231223,0.95,"median","qi","10ac11","ac","10ac12","ac","ac-ac","intra","sl",1,1950
"rescor__t10ac11__t10ac14",0.0644702971237938,-0.318269964445685,0.424476026461063,0.95,"median","qi","10ac11","ac","10ac14","ac","ac-ac","intra","sl",1,1950
"rescor__t10ac11__t10pj11",0.0385556433025711,-0.348225984711557,0.420088278984241,0.95,"median","qi","10ac11","ac","10pj11","pj","ac-pj","inter","sl",1,1950
"rescor__t10ac11__t10pj12",0.190250554776069,-0.231483236421754,0.552270002574415,0.95,"median","qi","10ac11","ac","10pj12","pj","ac-pj","inter","sl",1,1950
"rescor__t10ac11__t10pj13",0.28422785375886,-0.133938854178553,0.597535330036714,0.95,"median","qi","10ac11","ac","10pj13","pj","ac-pj","inter","sl",1,1950
"rescor__t10ac12__t10ac14",0.786353999918788,0.521625181434812,0.906419319991058,0.95,"median","qi","10ac12","ac","10ac14","ac","ac-ac","intra","sl",1,1950
"rescor__t10ac12__t10pj11",0.293741318878442,-0.0870205986481251,0.596120357834535,0.95,"median","qi","10ac12","ac","10pj11","pj","ac-pj","inter","sl",1,1950
"rescor__t10ac12__t10pj12",0.402097247247641,-0.00581082682455646,0.685031725591484,0.95,"median","qi","10ac12","ac","10pj12","pj","ac-pj","inter","sl",1,1950
"rescor__t10ac12__t10pj13",0.267227939649158,-0.120790386245697,0.567327560095213,0.95,"median","qi","10ac12","ac","10pj13","pj","ac-pj","inter","sl",1,1950
"rescor__t10ac14__t10pj11",0.177482702587367,-0.204926558210567,0.508352260749844,0.95,"median","qi","10ac14","ac","10pj11","pj","ac-pj","inter","sl",1,1950
"rescor__t10ac14__t10pj12",0.388797067819704,-0.032679617396292,0.67880112586889,0.95,"median","qi","10ac14","ac","10pj12","pj","ac-pj","inter","sl",1,1950
"rescor__t10ac14__t10pj13",0.284933749199489,-0.101350065683606,0.589927825523238,0.95,"median","qi","10ac14","ac","10pj13","pj","ac-pj","inter","sl",1,1950
"rescor__t10pj11__t10pj12",0.110435245667133,-0.284257613094333,0.491660472287886,0.95,"median","qi","10pj11","pj","10pj12","pj","pj-pj","intra","sl",1,1950
"rescor__t10pj11__t10pj13",0.603486691200176,0.241583780825944,0.812045458766175,0.95,"median","qi","10pj11","pj","10pj13","pj","pj-pj","intra","sl",1,1950
"rescor__t10pj12__t10pj13",0.089554066237496,-0.301954653951954,0.450054567102741,0.95,"median","qi","10pj12","pj","10pj13","pj","pj-pj","intra","sl",1,1950
"rescor__t10ac11__t10ac12",0.43245533980759,0.0537929302402254,0.706786488897252,0.95,"median","qi","10ac11","ac","10ac12","ac","ac-ac","intra","sl",1,1960
"rescor__t10ac11__t10ac14",0.623655222726461,0.280811096831462,0.819264862349158,0.95,"median","qi","10ac11","ac","10ac14","ac","ac-ac","intra","sl",1,1960
"rescor__t10ac11__t10pj11",0.280462967233831,-0.11386894934901,0.601626299382736,0.95,"median","qi","10ac11","ac","10pj11","pj","ac-pj","inter","sl",1,1960
"rescor__t10ac11__t10pj12",0.195259667864217,-0.20011857003883,0.542937192675217,0.95,"median","qi","10ac11","ac","10pj12","pj","ac-pj","inter","sl",1,1960
"rescor__t10ac11__t10pj13",0.494984664787284,0.115607585228356,0.74322927485737,0.95,"median","qi","10ac11","ac","10pj13","pj","ac-pj","inter","sl",1,1960
"rescor__t10ac12__t10ac14",0.68839318168156,0.39644419970065,0.854100971629681,0.95,"median","qi","10ac12","ac","10ac14","ac","ac-ac","intra","sl",1,1960
"rescor__t10ac12__t10pj11",0.499421503855395,0.131145663557058,0.738403271818351,0.95,"median","qi","10ac12","ac","10pj11","pj","ac-pj","inter","sl",1,1960
"rescor__t10ac12__t10pj12",0.486499550974465,0.11855606893481,0.730582254367979,0.95,"median","qi","10ac12","ac","10pj12","pj","ac-pj","inter","sl",1,1960
"rescor__t10ac12__t10pj13",0.25500441691058,-0.142806380725494,0.575503817574857,0.95,"median","qi","10ac12","ac","10pj13","pj","ac-pj","inter","sl",1,1960
"rescor__t10ac14__t10pj11",0.338336098649228,-0.0614281596806818,0.639758419092161,0.95,"median","qi","10ac14","ac","10pj11","pj","ac-pj","inter","sl",1,1960
"rescor__t10ac14__t10pj12",0.203311189541701,-0.1863987065409,0.533163410030794,0.95,"median","qi","10ac14","ac","10pj12","pj","ac-pj","inter","sl",1,1960
"rescor__t10ac14__t10pj13",0.465114273109879,0.0954345263308214,0.724070582091196,0.95,"median","qi","10ac14","ac","10pj13","pj","ac-pj","inter","sl",1,1960
"rescor__t10pj11__t10pj12",0.139806328234864,-0.279101869379265,0.501256498670112,0.95,"median","qi","10pj11","pj","10pj12","pj","pj-pj","intra","sl",1,1960
"rescor__t10pj11__t10pj13",0.498137099158311,0.0984119694260614,0.752191975943403,0.95,"median","qi","10pj11","pj","10pj13","pj","pj-pj","intra","sl",1,1960
"rescor__t10pj12__t10pj13",-0.0520746298621325,-0.420508532961832,0.3287324091183,0.95,"median","qi","10pj12","pj","10pj13","pj","pj-pj","intra","sl",1,1960
"rescor__t10ac11__t10ac12",0.348643484919454,-0.0194243021292214,0.625601754660345,0.95,"median","qi","10ac11","ac","10ac12","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac11__t10ac14",0.275176981230595,-0.0957652562970337,0.572352745908444,0.95,"median","qi","10ac11","ac","10ac14","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac11__t10ac15",0.233688052044269,-0.184151016870899,0.544254705019497,0.95,"median","qi","10ac11","ac","10ac15","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac11__t10ac17",0.413726693997065,0.0359710623496172,0.683377034305334,0.95,"median","qi","10ac11","ac","10ac17","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac11__t10pj11",0.334502285500194,-0.056466325124928,0.631275169951971,0.95,"median","qi","10ac11","ac","10pj11","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac11__t10pj12",0.324170626536576,-0.08264432702252,0.629503938686754,0.95,"median","qi","10ac11","ac","10pj12","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac11__t10pj13",0.330461669535128,-0.0536793331617121,0.644501802686704,0.95,"median","qi","10ac11","ac","10pj13","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac12__t10ac14",0.689109964354626,0.409363738956306,0.850756186876223,0.95,"median","qi","10ac12","ac","10ac14","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac12__t10ac15",0.365096692188394,-0.0158285976105488,0.640171915187282,0.95,"median","qi","10ac12","ac","10ac15","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac12__t10ac17",0.507951204133099,0.163638987297283,0.738777378695743,0.95,"median","qi","10ac12","ac","10ac17","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac12__t10pj11",0.515847760175134,0.191770111753315,0.741558225175024,0.95,"median","qi","10ac12","ac","10pj11","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac12__t10pj12",0.526693949857594,0.209521809682351,0.747178341015061,0.95,"median","qi","10ac12","ac","10pj12","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac12__t10pj13",0.482996859620562,0.136238063168239,0.724737562322126,0.95,"median","qi","10ac12","ac","10pj13","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac14__t10ac15",0.318823405887861,-0.0745576155188301,0.608862844101473,0.95,"median","qi","10ac14","ac","10ac15","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac14__t10ac17",0.609507982635774,0.269353172077502,0.806677623339452,0.95,"median","qi","10ac14","ac","10ac17","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac14__t10pj11",0.0776046624833923,-0.298116883038209,0.415325816718351,0.95,"median","qi","10ac14","ac","10pj11","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac14__t10pj12",0.224223722709949,-0.142872985297544,0.531057904470769,0.95,"median","qi","10ac14","ac","10pj12","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac14__t10pj13",0.421399917127885,0.0451874158051015,0.689071918982625,0.95,"median","qi","10ac14","ac","10pj13","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac15__t10ac17",0.373380541324949,-0.0129703681265683,0.652404697215598,0.95,"median","qi","10ac15","ac","10ac17","ac","ac-ac","intra","sl",1,1970
"rescor__t10ac15__t10pj11",0.421205960030674,0.0402660706961128,0.699899570074433,0.95,"median","qi","10ac15","ac","10pj11","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac15__t10pj12",0.377567936657739,-0.0210285056106856,0.666727794064873,0.95,"median","qi","10ac15","ac","10pj12","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac15__t10pj13",0.267003870303773,-0.125506929418039,0.596959174791236,0.95,"median","qi","10ac15","ac","10pj13","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac17__t10pj11",0.326356910334198,-0.0512421760604236,0.618248263498078,0.95,"median","qi","10ac17","ac","10pj11","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac17__t10pj12",0.263865701736708,-0.126244006958862,0.572677488632589,0.95,"median","qi","10ac17","ac","10pj12","pj","ac-pj","inter","sl",1,1970
"rescor__t10ac17__t10pj13",0.306830713689443,-0.10754070502109,0.614154295195974,0.95,"median","qi","10ac17","ac","10pj13","pj","ac-pj","inter","sl",1,1970
"rescor__t10pj11__t10pj12",0.286266292334101,-0.11447045410045,0.597817488995584,0.95,"median","qi","10pj11","pj","10pj12","pj","pj-pj","intra","sl",1,1970
"rescor__t10pj11__t10pj13",0.307172301735122,-0.0839962596731072,0.615878553020963,0.95,"median","qi","10pj11","pj","10pj13","pj","pj-pj","intra","sl",1,1970
"rescor__t10pj12__t10pj13",0.0613068920925102,-0.318811111700021,0.413632731789321,0.95,"median","qi","10pj12","pj","10pj13","pj","pj-pj","intra","sl",1,1970
"rescor__t10ac11__t10ac12",0.364215568191882,0.0187280851686958,0.628712635362146,0.95,"median","qi","10ac11","ac","10ac12","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac11__t10ac13",0.336714748993293,-0.0549957595642305,0.629792454657143,0.95,"median","qi","10ac11","ac","10ac13","ac","ac-ac","intra","sl",1,1980
"rescor__t10ac11__t10ac14",0.309420855103227,-0.0481324750988482,0.582038270415982,0.95,"median","qi","10ac11","ac","10ac14","ac","ac-ac","intra","sl",1,1980
