".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","time"
"rescor__t8pj22__t8pj2552",0.290207894138874,-0.121124955659219,0.59108757077735,0.95,"median","qi","8pj22","pj","8pj2552","pj","pj-pj","intra","pr",3,1930
"rescor__t8pj22__t8pl21",0.293480918951788,-0.0803553824884654,0.60432508644524,0.95,"median","qi","8pj22","pj","8pl21","pl","pj-pl","inter","pr",3,1930
"rescor__t8pj22__t8pl22",0.481360711623953,0.069329709078772,0.747855052250521,0.95,"median","qi","8pj22","pj","8pl22","pl","pj-pl","inter","pr",3,1930
"rescor__t8pj22__t8pl23001",0.177665751596486,-0.247094724852735,0.525649355921911,0.95,"median","qi","8pj22","pj","8pl23001","pl","pj-pl","inter","pr",3,1930
"rescor__t8pj2552__t8pl21",0.433386944504263,0.0204715226242266,0.733003780594117,0.95,"median","qi","8pj2552","pj","8pl21","pl","pj-pl","inter","pr",3,1930
"rescor__t8pj2552__t8pl22",0.104136921430323,-0.29633737908238,0.470480171884889,0.95,"median","qi","8pj2552","pj","8pl22","pl","pj-pl","inter","pr",3,1930
"rescor__t8pj2552__t8pl23001",0.023324864391766,-0.382853704596501,0.404254563418229,0.95,"median","qi","8pj2552","pj","8pl23001","pl","pj-pl","inter","pr",3,1930
"rescor__t8pl21__t8pl22",0.0987343668129767,-0.28695706304629,0.460608989572819,0.95,"median","qi","8pl21","pl","8pl22","pl","pl-pl","intra","pr",3,1930
"rescor__t8pl21__t8pl23001",-0.0371974949175986,-0.422868978308596,0.347008597594958,0.95,"median","qi","8pl21","pl","8pl23001","pl","pl-pl","intra","pr",3,1930
"rescor__t8pl22__t8pl23001",0.486564638574978,0.0560791160838765,0.754859162673365,0.95,"median","qi","8pl22","pl","8pl23001","pl","pl-pl","intra","pr",3,1930
"rescor__t8ac21__t8ac22",0.411102727176325,0.0197312865645424,0.707055392594751,0.95,"median","qi","8ac21","ac","8ac22","ac","ac-ac","intra","pr",3,1940
"rescor__t8ac21__t8ac24",-0.0711193502946352,-0.440899529730254,0.328843251393894,0.95,"median","qi","8ac21","ac","8ac24","ac","ac-ac","intra","pr",3,1940
"rescor__t8ac21__t8ac2528",0.273586301273284,-0.113038321874497,0.600442431894651,0.95,"median","qi","8ac21","ac","8ac2528","ac","ac-ac","intra","pr",3,1940
"rescor__t8ac21__t8ac2533",0.339496340986379,-0.0720325445527476,0.6513232142752,0.95,"median","qi","8ac21","ac","8ac2533","ac","ac-ac","intra","pr",3,1940
"rescor__t8ac21__t8ac2543",0.014409858256901,-0.35600643702601,0.394230871853599,0.95,"median","qi","8ac21","ac","8ac2543","ac","ac-ac","intra","pr",3,1940
"rescor__t8ac21__t8pj21",0.194544381950715,-0.202524717898323,0.548915095822998,0.95,"median","qi","8ac21","ac","8pj21","pj","ac-pj","inter","pr",3,1940
"rescor__t8ac21__t8pj22",0.0996235990672935,-0.283142569174869,0.450272051136006,0.95,"median","qi","8ac21","ac","8pj22","pj","ac-pj","inter","pr",3,1940
"rescor__t8ac21__t8pj2552",-0.0736599383743695,-0.460928981396201,0.305829184322393,0.95,"median","qi","8ac21","ac","8pj2552","pj","ac-pj","inter","pr",3,1940
"rescor__t8ac21__t8pl21",0.0666150712100937,-0.306839109816991,0.425735783218533,0.95,"median","qi","8ac21","ac","8pl21","pl","ac-pl","inter","pr",3,1940
"rescor__t8ac21__t8pl22",-0.0503526982913878,-0.412414246159755,0.322831001435644,0.95,"median","qi","8ac21","ac","8pl22","pl","ac-pl","inter","pr",3,1940
"rescor__t8ac21__t8pl23001",0.0329476596480232,-0.345217079140052,0.41168244411348,0.95,"median","qi","8ac21","ac","8pl23001","pl","ac-pl","inter","pr",3,1940
"rescor__t8ac22__t8ac24",0.108488626831915,-0.298625458561546,0.476142535461284,0.95,"median","qi","8ac22","ac","8ac24","ac","ac-ac","intra","pr",3,1940
"rescor__t8ac22__t8ac2528",-0.270144872092526,-0.602349037335721,0.137715671089624,0.95,"median","qi","8ac22","ac","8ac2528","ac","ac-ac","intra","pr",3,1940
"rescor__t8ac22__t8ac2533",0.0713124283886534,-0.304143778874923,0.44815110782641,0.95,"median","qi","8ac22","ac","8ac2533","ac","ac-ac","intra","pr",3,1940
