".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","focal_sp","comp_sp"
"rescor__t10ac16__t10pj11",0.182618811168416,-0.098295043208132,0.435429312171873,0.95,"median","qi","10ac16","ac","10pj11","pj","ac-pj","inter","sl",1,"pj","ac"
"rescor__t10ac16__t10pj12",0.178637004047233,-0.110788257031848,0.432722068764004,0.95,"median","qi","10ac16","ac","10pj12","pj","ac-pj","inter","sl",1,"pj","ac"
"rescor__t10ac16__t10pj13",-0.0609745062655585,-0.325940952406554,0.218015385614578,0.95,"median","qi","10ac16","ac","10pj13","pj","ac-pj","inter","sl",1,"pj","ac"
"rescor__t10ac17__t10pj11",0.122924505695644,-0.155433277579862,0.365012174268183,0.95,"median","qi","10ac17","ac","10pj11","pj","ac-pj","inter","sl",1,"pj","ac"
"rescor__t10ac17__t10pj12",0.188804598471642,-0.0888778326618365,0.443586889897625,0.95,"median","qi","10ac17","ac","10pj12","pj","ac-pj","inter","sl",1,"pj","ac"
"rescor__t10ac17__t10pj13",0.122892441637191,-0.159717675345484,0.377362593069315,0.95,"median","qi","10ac17","ac","10pj13","pj","ac-pj","inter","sl",1,"pj","ac"
"rescor__t10ac21__t10pj21",0.253933237660458,-0.0170961647448759,0.478727984723934,0.95,"median","qi","10ac21","ac","10pj21","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac21__t10pj22",0.357882746260579,0.101506266881598,0.571665209024627,0.95,"median","qi","10ac21","ac","10pj22","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac21__t10pj23",0.170392184954948,-0.0820632202314582,0.406111269833628,0.95,"median","qi","10ac21","ac","10pj23","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac21__t10pj24",0.361797491013394,0.104252049721944,0.572919361637918,0.95,"median","qi","10ac21","ac","10pj24","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac21__t10pj25",-0.111302075053848,-0.353563744099557,0.152867825312553,0.95,"median","qi","10ac21","ac","10pj25","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac22__t10pj21",0.378684302369306,0.113055500246458,0.584269067040859,0.95,"median","qi","10ac22","ac","10pj21","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac22__t10pj22",0.193331713726119,-0.0771995751443086,0.433839743869806,0.95,"median","qi","10ac22","ac","10pj22","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac22__t10pj23",0.142325703555956,-0.129754630792702,0.397489051143184,0.95,"median","qi","10ac22","ac","10pj23","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac22__t10pj24",0.212181334206767,-0.053104067329324,0.446870340905582,0.95,"median","qi","10ac22","ac","10pj24","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac22__t10pj25",0.0844016910178658,-0.167535820712762,0.338465599825185,0.95,"median","qi","10ac22","ac","10pj25","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac23__t10pj21",0.376227759150455,0.115291264297544,0.583913189750529,0.95,"median","qi","10ac23","ac","10pj21","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac23__t10pj22",0.250190795430725,-0.0203106818306465,0.470352900607625,0.95,"median","qi","10ac23","ac","10pj22","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac23__t10pj23",0.0255561949463526,-0.238225608746908,0.279965894294448,0.95,"median","qi","10ac23","ac","10pj23","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac23__t10pj24",0.154737694003023,-0.114058560690389,0.398831098149744,0.95,"median","qi","10ac23","ac","10pj24","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac23__t10pj25",-0.366122534941379,-0.575151624891051,-0.107415755434076,0.95,"median","qi","10ac23","ac","10pj25","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac24__t10pj21",0.362504883233786,0.108089711609924,0.569201093728347,0.95,"median","qi","10ac24","ac","10pj21","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac24__t10pj22",0.308799126195468,0.0513577458411653,0.527012588018587,0.95,"median","qi","10ac24","ac","10pj22","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac24__t10pj23",0.312674164662634,0.0599093083261162,0.53941687699806,0.95,"median","qi","10ac24","ac","10pj23","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac24__t10pj24",0.35147347553011,0.0946838799494734,0.56014090401556,0.95,"median","qi","10ac24","ac","10pj24","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac24__t10pj25",-0.230090352791633,-0.455478782411723,0.0232577292530918,0.95,"median","qi","10ac24","ac","10pj25","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac25__t10pj21",0.375159232063011,0.12115365998747,0.584520460917772,0.95,"median","qi","10ac25","ac","10pj21","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac25__t10pj22",0.486491445335415,0.238022957665776,0.668857095566555,0.95,"median","qi","10ac25","ac","10pj22","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac25__t10pj23",0.139397423577313,-0.121204781001623,0.381565266626767,0.95,"median","qi","10ac25","ac","10pj23","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac25__t10pj24",0.568275095260118,0.338018251604778,0.729520313043091,0.95,"median","qi","10ac25","ac","10pj24","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac25__t10pj25",-0.206217711165216,-0.444895492475539,0.0510662942283143,0.95,"median","qi","10ac25","ac","10pj25","pj","ac-pj","inter","sl",2,"pj","ac"
"rescor__t10ac31__t10pj31",0.0789058314819354,-0.248870531195957,0.378273921593443,0.95,"median","qi","10ac31","ac","10pj31","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac31__t10pj32",0.109317195355976,-0.206687189593003,0.390928763919236,0.95,"median","qi","10ac31","ac","10pj32","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac31__t10pj33",0.0790251966656439,-0.235633264140903,0.360385424850468,0.95,"median","qi","10ac31","ac","10pj33","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac31__t10pj34",0.171679836381664,-0.151122334991694,0.457244478204639,0.95,"median","qi","10ac31","ac","10pj34","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac32__t10pj31",0.430943624194531,0.121949053853145,0.648832309676662,0.95,"median","qi","10ac32","ac","10pj31","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac32__t10pj32",0.406869347349539,0.113140791633711,0.633718354018478,0.95,"median","qi","10ac32","ac","10pj32","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac32__t10pj33",0.369252870826629,0.0697856235582607,0.60455691025137,0.95,"median","qi","10ac32","ac","10pj33","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac32__t10pj34",0.239232702209486,-0.0738757562891488,0.507573469705205,0.95,"median","qi","10ac32","ac","10pj34","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac33__t10pj31",0.165646786986001,-0.14207657777757,0.440499303530866,0.95,"median","qi","10ac33","ac","10pj31","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac33__t10pj32",0.398538191172017,0.116664489271143,0.618170505403261,0.95,"median","qi","10ac33","ac","10pj32","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac33__t10pj33",0.217829286968642,-0.0775115339694373,0.487532563751453,0.95,"median","qi","10ac33","ac","10pj33","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac33__t10pj34",0.510952180841497,0.220745703204368,0.713902163321317,0.95,"median","qi","10ac33","ac","10pj34","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac34__t10pj31",0.314233741152985,0.0100257232506193,0.566945838073672,0.95,"median","qi","10ac34","ac","10pj31","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac34__t10pj32",0.228878138891262,-0.0667517662742804,0.487730824256523,0.95,"median","qi","10ac34","ac","10pj32","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac34__t10pj33",0.194069928550767,-0.111531316799697,0.462360453567832,0.95,"median","qi","10ac34","ac","10pj33","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac34__t10pj34",0.186702829253466,-0.122795601661631,0.462680734400994,0.95,"median","qi","10ac34","ac","10pj34","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac35__t10pj31",0.199277249539372,-0.0978114762604253,0.479510838680496,0.95,"median","qi","10ac35","ac","10pj31","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac35__t10pj32",0.236193028309375,-0.0684085468815211,0.487842267822614,0.95,"median","qi","10ac35","ac","10pj32","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac35__t10pj33",0.406742469954828,0.115317616383263,0.632088600061755,0.95,"median","qi","10ac35","ac","10pj33","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t10ac35__t10pj34",0.231758502072858,-0.0792176087982098,0.494355485102297,0.95,"median","qi","10ac35","ac","10pj34","pj","ac-pj","inter","sl",3,"pj","ac"
"rescor__t11pj11__t11pj12",0.164383740373948,-0.0658015614341207,0.379990653615944,0.95,"median","qi","11pj11","pj","11pj12","pj","pj-pj","intra","bm",1,"pj","self"
"rescor__t11pj11__t11pj13",0.253882298299675,0.0244693033810883,0.4553195208773,0.95,"median","qi","11pj11","pj","11pj13","pj","pj-pj","intra","bm",1,"pj","self"
"rescor__t11pj11__t11pj14",0.202940615313168,-0.0387220635085922,0.417793337321364,0.95,"median","qi","11pj11","pj","11pj14","pj","pj-pj","intra","bm",1,"pj","self"
"rescor__t11pj12__t11pj13",0.606917113144797,0.424067314953861,0.742740447757531,0.95,"median","qi","11pj12","pj","11pj13","pj","pj-pj","intra","bm",1,"pj","self"
"rescor__t11pj12__t11pj14",0.158019375909955,-0.0798379100670692,0.37310315833579,0.95,"median","qi","11pj12","pj","11pj14","pj","pj-pj","intra","bm",1,"pj","self"
"rescor__t11pj13__t11pj14",0.232924090341614,-0.00249140166934376,0.438122915547688,0.95,"median","qi","11pj13","pj","11pj14","pj","pj-pj","intra","bm",1,"pj","self"
"rescor__t11pj21__t11pj215",0.127827859804384,-0.215950702310854,0.447266841316761,0.95,"median","qi","11pj21","pj","11pj215","pj","pj-pj","intra","bm",2,"pj","self"
"rescor__t11pj21__t11pj216",0.121300762100773,-0.24003136593794,0.442260041283316,0.95,"median","qi","11pj21","pj","11pj216","pj","pj-pj","intra","bm",2,"pj","self"
"rescor__t11pj21__t11pj22",0.285693379698316,-0.0876693129274444,0.572447648904854,0.95,"median","qi","11pj21","pj","11pj22","pj","pj-pj","intra","bm",2,"pj","self"
"rescor__t11pj215__t11pj216",0.411297496952203,0.0591642340355508,0.674291329914175,0.95,"median","qi","11pj215","pj","11pj216","pj","pj-pj","intra","bm",2,"pj","self"
"rescor__t11pj22__t11pj215",0.227091061187471,-0.110520858239571,0.529069697301886,0.95,"median","qi","11pj22","pj","11pj215","pj","pj-pj","intra","bm",2,"pj","self"
"rescor__t11pj22__t11pj216",0.0606418192356023,-0.283221873982568,0.388740401441954,0.95,"median","qi","11pj22","pj","11pj216","pj","pj-pj","intra","bm",2,"pj","self"
"rescor__t11pj31__t11pj32",0.277617356654669,-0.00998802769082152,0.517277434465124,0.95,"median","qi","11pj31","pj","11pj32","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t11pj31__t11pj33",0.0928549530112438,-0.209411679502932,0.380603084346695,0.95,"median","qi","11pj31","pj","11pj33","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t11pj31__t11pj34",0.0526263372665434,-0.248656911368422,0.345270043994519,0.95,"median","qi","11pj31","pj","11pj34","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t11pj31__t11pj35",0.269620739618457,-0.0366403644164632,0.517129854588814,0.95,"median","qi","11pj31","pj","11pj35","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t11pj32__t11pj33",0.150608767076287,-0.13662669521465,0.415835295226686,0.95,"median","qi","11pj32","pj","11pj33","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t11pj32__t11pj34",-0.0475145379932467,-0.328686991462265,0.245687093914932,0.95,"median","qi","11pj32","pj","11pj34","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t11pj32__t11pj35",0.228009513409316,-0.0780506570215606,0.481171912608473,0.95,"median","qi","11pj32","pj","11pj35","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t11pj33__t11pj34",0.0463173015375934,-0.247665574213568,0.345186941964492,0.95,"median","qi","11pj33","pj","11pj34","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t11pj33__t11pj35",-0.0480336046098131,-0.329912752431984,0.242515294979713,0.95,"median","qi","11pj33","pj","11pj35","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t11pj34__t11pj35",0.143028307404569,-0.157533007434599,0.427920352472655,0.95,"median","qi","11pj34","pj","11pj35","pj","pj-pj","intra","bm",3,"pj","self"
"rescor__t4pj11__t4pj1117",0.37368003617015,0.136547450332622,0.572072143981266,0.95,"median","qi","4pj11","pj","4pj1117","pj","pj-pj","intra","cm",1,"pj","self"
"rescor__t4pj11__t4pj1118",0.271238745956588,0.0349556134212582,0.486545285147415,0.95,"median","qi","4pj11","pj","4pj1118","pj","pj-pj","intra","cm",1,"pj","self"
"rescor__t4pj1117__t4pj1118",-0.1414328019501,-0.364928258380675,0.103810913660742,0.95,"median","qi","4pj1117","pj","4pj1118","pj","pj-pj","intra","cm",1,"pj","self"
"rescor__t4pj22__t4pj23064",0.471296257979204,0.307159079296278,0.604518420720509,0.95,"median","qi","4pj22","pj","4pj23064","pj","pj-pj","intra","cm",2,"pj","self"
"rescor__t4pj22__t4pj23101",0.167740717948363,-0.0244142875988093,0.346032730316499,0.95,"median","qi","4pj22","pj","4pj23101","pj","pj-pj","intra","cm",2,"pj","self"
"rescor__t4pj23064__t4pj23101",0.152948178904587,-0.0295499934837486,0.321923343141295,0.95,"median","qi","4pj23064","pj","4pj23101","pj","pj-pj","intra","cm",2,"pj","self"
"rescor__t4pj31__t4pj31965",0.00285964322133521,-0.232057303085314,0.239063526477297,0.95,"median","qi","4pj31","pj","4pj31965","pj","pj-pj","intra","cm",3,"pj","self"
"rescor__t4pj31__t4pj31966",0.122871610082206,-0.122265128285,0.347206978092505,0.95,"median","qi","4pj31","pj","4pj31966","pj","pj-pj","intra","cm",3,"pj","self"
"rescor__t4pj31__t4pj32",0.226135980831833,-0.00855728799577005,0.431254478109324,0.95,"median","qi","4pj31","pj","4pj32","pj","pj-pj","intra","cm",3,"pj","self"
"rescor__t4pj31965__t4pj31966",0.294563928896347,0.0539176259090881,0.493767880404941,0.95,"median","qi","4pj31965","pj","4pj31966","pj","pj-pj","intra","cm",3,"pj","self"
"rescor__t4pj32__t4pj31965",0.172001227354225,-0.0686459994950823,0.394351325113842,0.95,"median","qi","4pj32","pj","4pj31965","pj","pj-pj","intra","cm",3,"pj","self"
"rescor__t4pj32__t4pj31966",0.347572841736747,0.115193812515931,0.542092614532713,0.95,"median","qi","4pj32","pj","4pj31966","pj","pj-pj","intra","cm",3,"pj","self"
"rescor__t17pj11__t17pj12",0.305943787285559,0.0428129241901539,0.531712333681174,0.95,"median","qi","17pj11","pj","17pj12","pj","pj-pj","intra","lc",1,"pj","self"
"rescor__t17pj11__t17pj13",0.0209629001314535,-0.249520822161914,0.292079066616679,0.95,"median","qi","17pj11","pj","17pj13","pj","pj-pj","intra","lc",1,"pj","self"
"rescor__t17pj12__t17pj13",0.612339847986635,0.391947870636332,0.771571355740706,0.95,"median","qi","17pj12","pj","17pj13","pj","pj-pj","intra","lc",1,"pj","self"
"rescor__t17pj21__t17pj23",0.158061277743599,-0.162360188992862,0.433359554463541,0.95,"median","qi","17pj21","pj","17pj23","pj","pj-pj","intra","lc",2,"pj","self"
"rescor__t17pj31__t17pj32",0.419840379819716,0.0665214510635849,0.685621869638378,0.95,"median","qi","17pj31","pj","17pj32","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t17pj31__t17pj33",0.366340033446333,0.00771782889017769,0.637961320145431,0.95,"median","qi","17pj31","pj","17pj33","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t17pj31__t17pj34",0.165532566752375,-0.198432423373533,0.481060107767036,0.95,"median","qi","17pj31","pj","17pj34","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t17pj31__t17pj35",-0.0430820470429978,-0.383416271655478,0.306056987730453,0.95,"median","qi","17pj31","pj","17pj35","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t17pj32__t17pj33",0.587081614985033,0.23524241703496,0.801444345919984,0.95,"median","qi","17pj32","pj","17pj33","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t17pj32__t17pj34",0.163806694791749,-0.196036583377549,0.492688898600129,0.95,"median","qi","17pj32","pj","17pj34","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t17pj32__t17pj35",0.0682694324959308,-0.292237706167418,0.399550913091746,0.95,"median","qi","17pj32","pj","17pj35","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t17pj33__t17pj34",0.206916071223545,-0.154917946524425,0.523653492374443,0.95,"median","qi","17pj33","pj","17pj34","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t17pj33__t17pj35",0.0258329583300008,-0.320139309954891,0.368548612121355,0.95,"median","qi","17pj33","pj","17pj35","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t17pj34__t17pj35",0.0316390630497195,-0.331216875964177,0.382688294404825,0.95,"median","qi","17pj34","pj","17pj35","pj","pj-pj","intra","lc",3,"pj","self"
"rescor__t18pj21__t18pj23",0.457901663310747,0.190423799272437,0.659358397886604,0.95,"median","qi","18pj21","pj","18pj23","pj","pj-pj","intra","pp",2,"pj","self"
"rescor__t18pj21__t18pj24",0.222202135378691,-0.0587521347889673,0.464298684315565,0.95,"median","qi","18pj21","pj","18pj24","pj","pj-pj","intra","pp",2,"pj","self"
"rescor__t18pj21__t18pj25",0.341813265111565,0.0675125209034734,0.570863126726746,0.95,"median","qi","18pj21","pj","18pj25","pj","pj-pj","intra","pp",2,"pj","self"
"rescor__t18pj23__t18pj24",0.212375778422345,-0.080437328852299,0.465569195565078,0.95,"median","qi","18pj23","pj","18pj24","pj","pj-pj","intra","pp",2,"pj","self"
"rescor__t18pj23__t18pj25",0.364726956309568,0.0889721457465259,0.585072271602696,0.95,"median","qi","18pj23","pj","18pj25","pj","pj-pj","intra","pp",2,"pj","self"
"rescor__t18pj24__t18pj25",0.257131977967435,-0.0346814838765656,0.510642956130228,0.95,"median","qi","18pj24","pj","18pj25","pj","pj-pj","intra","pp",2,"pj","self"
"rescor__t18pj31__t18pj32",0.15223912084191,-0.196975236408433,0.466155089341151,0.95,"median","qi","18pj31","pj","18pj32","pj","pj-pj","intra","pp",3,"pj","self"
"rescor__t8pj11__t8pj12",0.0916877596706898,-0.26036331192311,0.413347118321073,0.95,"median","qi","8pj11","pj","8pj12","pj","pj-pj","intra","pr",1,"pj","self"
"rescor__t8pj11__t8pj13",0.337562584889315,-0.0260341250530157,0.630094870371949,0.95,"median","qi","8pj11","pj","8pj13","pj","pj-pj","intra","pr",1,"pj","self"
"rescor__t8pj11__t8pj1497",0.0463755661829051,-0.321708184794621,0.403794203978969,0.95,"median","qi","8pj11","pj","8pj1497","pj","pj-pj","intra","pr",1,"pj","self"
"rescor__t8pj12__t8pj13",0.378077303332665,0.00596600026881014,0.658849958693376,0.95,"median","qi","8pj12","pj","8pj13","pj","pj-pj","intra","pr",1,"pj","self"
"rescor__t8pj12__t8pj1497",0.0782383876158554,-0.301293958819304,0.420392898022821,0.95,"median","qi","8pj12","pj","8pj1497","pj","pj-pj","intra","pr",1,"pj","self"
"rescor__t8pj13__t8pj1497",0.195266231766696,-0.163682185288231,0.51591706079298,0.95,"median","qi","8pj13","pj","8pj1497","pj","pj-pj","intra","pr",1,"pj","self"
"rescor__t8pj21__t8pj22",0.286864723168453,0.0202726991408341,0.515183537396379,0.95,"median","qi","8pj21","pj","8pj22","pj","pj-pj","intra","pr",2,"pj","self"
"rescor__t8pj21__t8pj2552",0.272049147446255,-0.0118037972124434,0.514585283623217,0.95,"median","qi","8pj21","pj","8pj2552","pj","pj-pj","intra","pr",2,"pj","self"
"rescor__t8pj22__t8pj2552",0.324078496931011,0.0653682572855904,0.543110353418377,0.95,"median","qi","8pj22","pj","8pj2552","pj","pj-pj","intra","pr",2,"pj","self"
"rescor__t8pj31__t8pj32",-0.167734759742918,-0.506591801432691,0.217857786591903,0.95,"median","qi","8pj31","pj","8pj32","pj","pj-pj","intra","pr",3,"pj","self"
"rescor__t8pj31__t8pj3598",-0.104131875166837,-0.452956520321648,0.255065256052129,0.95,"median","qi","8pj31","pj","8pj3598","pj","pj-pj","intra","pr",3,"pj","self"
"rescor__t8pj32__t8pj3598",0.260417887155829,-0.125495804874186,0.57948608318275,0.95,"median","qi","8pj32","pj","8pj3598","pj","pj-pj","intra","pr",3,"pj","self"
"rescor__t10pj11__t10pj12",0.292142171775663,0.0272457705747425,0.517400147667476,0.95,"median","qi","10pj11","pj","10pj12","pj","pj-pj","intra","sl",1,"pj","self"
"rescor__t10pj11__t10pj13",0.340292476117399,0.0744265375649264,0.566467852304924,0.95,"median","qi","10pj11","pj","10pj13","pj","pj-pj","intra","sl",1,"pj","self"
"rescor__t10pj12__t10pj13",0.0499308793062794,-0.233434931160389,0.319104964309463,0.95,"median","qi","10pj12","pj","10pj13","pj","pj-pj","intra","sl",1,"pj","self"
"rescor__t10pj21__t10pj22",0.246597497843247,-0.0140749687028468,0.483232677373089,0.95,"median","qi","10pj21","pj","10pj22","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj21__t10pj23",0.0496667646876074,-0.219021241408983,0.318343534561543,0.95,"median","qi","10pj21","pj","10pj23","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj21__t10pj24",0.221315819694846,-0.0502252727340091,0.456486880331073,0.95,"median","qi","10pj21","pj","10pj24","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj21__t10pj25",-0.263423960933191,-0.493534520978818,0.00854021850855549,0.95,"median","qi","10pj21","pj","10pj25","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj22__t10pj23",0.18264582064519,-0.0891766562323843,0.428272627717282,0.95,"median","qi","10pj22","pj","10pj23","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj22__t10pj24",0.410722754572547,0.148373482012267,0.619541141430942,0.95,"median","qi","10pj22","pj","10pj24","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj22__t10pj25",-0.196921162885571,-0.443237148068543,0.0782448703532346,0.95,"median","qi","10pj22","pj","10pj25","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj23__t10pj24",0.161626335579427,-0.115979693324432,0.406812351248244,0.95,"median","qi","10pj23","pj","10pj24","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj23__t10pj25",0.0902541565039674,-0.175682648981558,0.361202556792598,0.95,"median","qi","10pj23","pj","10pj25","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj24__t10pj25",-0.081848534808176,-0.329269400015494,0.184481667549547,0.95,"median","qi","10pj24","pj","10pj25","pj","pj-pj","intra","sl",2,"pj","self"
"rescor__t10pj31__t10pj32",0.525783213360378,0.250230841905279,0.721741742827721,0.95,"median","qi","10pj31","pj","10pj32","pj","pj-pj","intra","sl",3,"pj","self"
"rescor__t10pj31__t10pj33",0.464798749433686,0.162137574380296,0.674007054830581,0.95,"median","qi","10pj31","pj","10pj33","pj","pj-pj","intra","sl",3,"pj","self"
"rescor__t10pj31__t10pj34",0.292719567413441,-0.0260473271629993,0.545981921127136,0.95,"median","qi","10pj31","pj","10pj34","pj","pj-pj","intra","sl",3,"pj","self"
"rescor__t10pj32__t10pj33",0.666817183966274,0.435158622342574,0.818413678942682,0.95,"median","qi","10pj32","pj","10pj33","pj","pj-pj","intra","sl",3,"pj","self"
"rescor__t10pj32__t10pj34",0.430777883526872,0.134002699622792,0.661136798563757,0.95,"median","qi","10pj32","pj","10pj34","pj","pj-pj","intra","sl",3,"pj","self"
"rescor__t10pj33__t10pj34",0.303496557987833,-0.00162142387169314,0.558806576452105,0.95,"median","qi","10pj33","pj","10pj34","pj","pj-pj","intra","sl",3,"pj","self"
"rescor__t12pj11__t12pj12",0.296912131039948,-0.0839644897896297,0.593129224337279,0.95,"median","qi","12pj11","pj","12pj12","pj","pj-pj","intra","sp",1,"pj","self"
"rescor__t11pj11__t11pl11",0.155674394198596,-0.0771891205626125,0.367435369834019,0.95,"median","qi","11pj11","pj","11pl11","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj11__t11pl12",-0.059966017800182,-0.293830420269035,0.177028614732375,0.95,"median","qi","11pj11","pj","11pl12","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj11__t11pl124",0.11626707591259,-0.121477977740602,0.339339597587152,0.95,"median","qi","11pj11","pj","11pl124","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj11__t11pl14",0.36396293799171,0.139822303304415,0.542503151716354,0.95,"median","qi","11pj11","pj","11pl14","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj12__t11pl11",0.145480619402754,-0.0931823580310655,0.36171137888529,0.95,"median","qi","11pj12","pj","11pl11","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj12__t11pl12",0.0607825597388243,-0.173395668294941,0.294001993794093,0.95,"median","qi","11pj12","pj","11pl12","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj12__t11pl124",0.132239370289256,-0.104810351965334,0.355749792619426,0.95,"median","qi","11pj12","pj","11pl124","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj12__t11pl14",0.285058123415349,0.0659091263540618,0.485600913825185,0.95,"median","qi","11pj12","pj","11pl14","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj13__t11pl11",0.0114825062963701,-0.207045259832179,0.240743876816653,0.95,"median","qi","11pj13","pj","11pl11","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj13__t11pl12",-0.00252945070410309,-0.228651511213203,0.220911682522736,0.95,"median","qi","11pj13","pj","11pl12","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj13__t11pl124",-0.0154921258064986,-0.247416950404061,0.202990413772197,0.95,"median","qi","11pj13","pj","11pl124","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj13__t11pl14",0.300478014084305,0.0735959012999066,0.492608614797407,0.95,"median","qi","11pj13","pj","11pl14","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj14__t11pl11",0.0738289917294084,-0.152063636113898,0.294665098278622,0.95,"median","qi","11pj14","pj","11pl11","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj14__t11pl12",-0.0928791483650258,-0.318821164429605,0.141578477257822,0.95,"median","qi","11pj14","pj","11pl12","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj14__t11pl124",-0.0943712447720984,-0.315762215525665,0.122800998227015,0.95,"median","qi","11pj14","pj","11pl124","pl","pj-pl","inter","bm",1,"pj","pl"
"rescor__t11pj14__t11pl14",0.257745745299856,0.0336924398377339,0.453724014556206,0.95,"median","qi","11pj14","pj","11pl14","pl","pj-pl","inter","bm",1,"pj","pl"
